EVT EQUIP-ID,EVENT-ID,WCE,DDR,WCE NARRATIVE,CORRECTIVE ACTION
D1234,L850680554,1,1,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
A1234,L160114071,2,2,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
A1234,L691629180,2,2,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,porttitor pede justo eu massa donec dapibus duis at velit eu est congue
C1234,L420765779,1,1,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
D1234,L578425575,1,1,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales
A1234,L989856944,1,1,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,velit vivamus vel nulla eget eros elementum pellentesque quisque porta
C1234,L250904966,3,2,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel
B1234,L444586603,3,1,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,lectus aliquam sit amet diam in magna bibendum imperdiet nullam
A1234,L219394114,3,1,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in
C1234,L334780380,1,2,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
A1234,L603486240,3,1,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,malesuada in imperdiet et commodo vulputate justo in blandit ultrices
C1234,L806130384,1,2,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
B1234,L514665191,3,2,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,morbi vestibulum velit id pretium iaculis diam erat fermentum justo
D1234,L451267648,1,1,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse
A1234,L177984795,1,2,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
A1234,L245328570,3,2,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis
C1234,L242718463,3,1,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
A1234,L538513988,3,2,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
D1234,L085095851,2,1,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
B1234,L947978996,1,1,justo eu massa donec dapibus duis at velit eu est congue elementum in,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
A1234,L688096957,3,2,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis
B1234,L854063650,1,1,felis donec semper sapien a libero nam dui proin leo odio porttitor id,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
D1234,L637200397,1,1,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
B1234,L138144581,3,1,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
A1234,L476603269,1,1,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin
D1234,L395652640,1,1,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
B1234,L947308561,1,1,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
A1234,L763388297,2,1,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,nunc commodo placerat praesent blandit nam nulla integer pede justo
A1234,L871378138,3,2,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam
D1234,L906404032,2,2,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,lacinia aenean sit amet justo morbi ut odio cras mi pede
B1234,L830218474,1,2,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus
D1234,L356282144,2,2,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
D1234,L944592065,3,1,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse
C1234,L551716011,2,2,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
B1234,L762992180,3,2,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
B1234,L360745530,3,2,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
B1234,L893116196,1,2,morbi ut odio cras mi pede malesuada in imperdiet et commodo,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus
A1234,L557365606,1,1,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,ut erat id mauris vulputate elementum nullam varius nulla facilisi
D1234,L783347887,2,2,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,dui maecenas tristique est et tempus semper est quam pharetra
B1234,L054680843,1,2,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
A1234,L554696680,2,1,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
A1234,L732922494,3,1,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et
B1234,L352456850,1,1,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
B1234,L542924787,1,2,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit
C1234,L035344983,3,1,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac
A1234,L560753009,1,1,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum
B1234,L125116606,2,1,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,in congue etiam justo etiam pretium iaculis justo in hac habitasse
D1234,L988945885,3,1,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
A1234,L749357899,3,2,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
C1234,L686160784,1,1,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna
B1234,L777596820,1,2,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere
D1234,L069767667,1,1,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
C1234,L388546597,1,1,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
C1234,L667756559,3,1,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
C1234,L188383252,2,2,dui vel nisl duis ac nibh fusce lacus purus aliquet,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
C1234,L548755090,3,1,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,vel accumsan tellus nisi eu orci mauris lacinia sapien quis
A1234,L371533898,3,2,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin
C1234,L293649619,3,1,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
A1234,L295256710,3,1,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
C1234,L033286013,1,1,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
D1234,L064487462,2,1,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
B1234,L050506937,2,2,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
B1234,L000077299,2,2,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet
A1234,L828426793,1,1,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque
D1234,L389497330,1,2,cubilia curae nulla dapibus dolor vel est donec odio justo,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus
D1234,L989668246,3,1,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
A1234,L406214989,2,2,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec
D1234,L659453926,1,2,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
